人工智能关键词,企业名称,招聘岗位,工作城市,工作区域,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘人数,招聘类别,初级分类,来源平台,公司地点,工作地点,招聘发布日期,招聘结束日期,招聘发布年份,招聘结束年份,来源
后端开发,慧联科技,高级Java 开发工程师,杭州,杭州西湖区,15,24,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 MyBatis、Java、单体架构、Redis、MySQL、Tomcat。熟悉 Spring MVC 者优先。典型场景为高并发交易与业务中台。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,4,校园招聘,后端开发,智联招聘,杭州,杭州未来科技城,2020-08-18,2020-10-11,2020,2020,智联招聘
后端开发,算力网络,中级Java 开发工程师,成都,成都高新区,12,21,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 Java、单体架构、Spring MVC、Tomcat、MySQL、MyBatis。熟悉 Redis 者优先。典型场景为高并发交易与业务中台。 需参与多团队协同的复杂项目。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,5,社会招聘,后端开发,智联招聘,成都,成都天府软件园,2020-06-16,2020-08-02,2020,2020,智联招聘
后端开发,蓝鲸软件,Java 开发工程师,广州,广州天河区,10,18,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 MyBatis、MySQL、Java、Redis、Spring MVC、Tomcat。熟悉 单体架构 者优先。典型场景为高并发交易与业务中台。 需参与多团队协同的复杂项目。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,10,实习,后端开发,猎聘,广州,广州科学城,2020-12-18,2021-02-16,2020,2021,猎聘
后端开发,天枢科技,高级Java 开发工程师,成都,成都高新区,15,24,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 Tomcat、MySQL、Redis、Java、单体架构、Spring MVC。熟悉 MyBatis 者优先。典型场景为高并发交易与业务中台。 需参与多团队协同的复杂项目。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,1,实习,后端开发,BOSS直聘,成都,成都天府软件园,2020-04-10,2020-05-17,2020,2020,BOSS直聘
后端开发,智臻信息,中级Java 开发工程师,深圳,深圳南山区,12,21,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 单体架构、Tomcat、Spring MVC、MySQL、MyBatis、Redis。熟悉 Java 者优先。典型场景为高并发交易与业务中台。 需参与行业解决方案的标准化输出。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,1,社会招聘,后端开发,企业官网,深圳,深圳科技园,2020-08-04,2020-09-30,2020,2020,企业官网
后端开发,量子智能,高级Java 开发工程师,上海,上海徐汇区,15,24,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 MyBatis、MySQL、单体架构、Spring MVC、Java、Tomcat。熟悉 Redis 者优先。典型场景为高并发交易与业务中台。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,2,实习,后端开发,企业官网,上海,上海漕河泾,2020-07-16,2020-08-17,2020,2020,企业官网
后端开发,伏羲智能,高级Java 开发工程师,杭州,杭州西湖区,15,24,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 Tomcat、Java、Spring MVC、单体架构、Redis、MyBatis。熟悉 MySQL 者优先。典型场景为高并发交易与业务中台。 需负责核心链路的压测与容量规划。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,2,社会招聘,后端开发,猎聘,杭州,杭州未来科技城,2020-07-15,2020-09-12,2020,2020,猎聘
后端开发,峰云数据,Java 开发工程师,广州,广州天河区,10,18,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 MyBatis、MySQL、Tomcat、单体架构、Java、Redis。熟悉 Spring MVC 者优先。典型场景为高并发交易与业务中台。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,10,校园招聘,后端开发,猎聘,广州,广州科学城,2020-02-06,2020-03-14,2020,2020,猎聘
后端开发,智臻信息,Java 开发工程师,北京,北京朝阳区,10,18,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 MyBatis、Redis、Tomcat、Spring MVC、Java、MySQL。熟悉 单体架构 者优先。典型场景为高并发交易与业务中台。 需负责业务指标的增长与量化复盘。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,9,社会招聘,后端开发,BOSS直聘,北京,北京望京,2020-12-10,2021-01-31,2020,2021,BOSS直聘
后端开发,源生科技,高级Java 开发工程师,深圳,深圳南山区,15,24,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 MySQL、Java、单体架构、Tomcat、Redis、MyBatis。熟悉 Spring MVC 者优先。典型场景为高并发交易与业务中台。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,5,校园招聘,后端开发,猎聘,深圳,深圳科技园,2020-03-03,2020-04-03,2020,2020,猎聘
后端开发,拓扑智能,中级Java 开发工程师,重庆,重庆渝北区,12,21,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 Spring MVC、Tomcat、单体架构、Redis、MyBatis、MySQL。熟悉 Java 者优先。典型场景为高并发交易与业务中台。 需负责大模型业务场景的落地验证。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,10,实习,后端开发,猎聘,重庆,重庆两江新区,2020-08-03,2020-09-21,2020,2020,猎聘
后端开发,云启智能,中级Java 开发工程师,杭州,杭州余杭区,12,21,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 Java、单体架构、Redis、Spring MVC、MyBatis、MySQL。熟悉 Tomcat 者优先。典型场景为高并发交易与业务中台。 需负责算法模型的工程化部署与迭代。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,8,社会招聘,后端开发,BOSS直聘,杭州,杭州梦想小镇,2020-03-16,2020-05-01,2020,2020,BOSS直聘
后端开发,伏羲智能,Java 开发工程师,南京,南京雨花台区,10,18,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 Java、Spring MVC、Redis、单体架构、Tomcat、MySQL。熟悉 MyBatis 者优先。典型场景为高并发交易与业务中台。 需负责多云环境下的架构治理。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,8,社会招聘,后端开发,BOSS直聘,南京,南京软件谷,2020-02-28,2020-04-03,2020,2020,BOSS直聘
后端开发,认知智能,Java 开发工程师,杭州,杭州余杭区,10,18,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 MyBatis、Tomcat、Spring MVC、MySQL、Redis、Java。熟悉 单体架构 者优先。典型场景为高并发交易与业务中台。 需参与端云协同与边缘计算落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,6,实习,后端开发,高校就业网,杭州,杭州梦想小镇,2020-07-28,2020-09-12,2020,2020,高校就业网
后端开发,启明信息,高级Java 开发工程师,合肥,合肥蜀山区,15,24,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 单体架构、Tomcat、Java、Redis、MySQL、MyBatis。熟悉 Spring MVC 者优先。典型场景为高并发交易与业务中台。 需负责核心链路的压测与容量规划。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,4,社会招聘,后端开发,拉勾网,合肥,合肥高新区,2020-04-09,2020-05-26,2020,2020,拉勾网
后端开发,光年科技,Java 开发工程师,厦门,厦门思明区,10,18,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 Spring MVC、Redis、MyBatis、Tomcat、MySQL、Java。熟悉 单体架构 者优先。典型场景为高并发交易与业务中台。 需负责算法模型的工程化部署与迭代。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,5,实习,后端开发,猎聘,厦门,厦门软件园,2020-07-03,2020-08-09,2020,2020,猎聘
后端开发,拓扑智能,高级Java 开发工程师,苏州,苏州工业园区,15,24,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 单体架构、Java、MyBatis、Tomcat、MySQL、Spring MVC。熟悉 Redis 者优先。典型场景为高并发交易与业务中台。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,7,社会招聘,后端开发,智联招聘,苏州,苏州独墅湖,2020-08-08,2020-09-21,2020,2020,智联招聘
后端开发,凌云科技,高级Java 开发工程师,杭州,杭州余杭区,15,24,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 MyBatis、Spring MVC、Java、MySQL、Tomcat、Redis。熟悉 单体架构 者优先。典型场景为高并发交易与业务中台。 需负责多云环境下的架构治理。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,3年以上,6,社会招聘,后端开发,前程无忧,杭州,杭州梦想小镇,2020-05-24,2020-07-02,2020,2020,前程无忧
